epoch,phase,loss,accuracy,f1,recall,precision
1,train,0.6048438384615141,0.6670258641242981,0.6808950304985046,0.6682432293891907,0.6940351128578186
1,val,0.4804667539295109,0.7801724076271057,0.7766423225402832,0.7189189195632935,0.8444444537162781
2,train,0.48554847980367727,0.7755028605461121,0.7907599806785583,0.7979729771614075,0.7836762070655823
2,val,0.5462051914341148,0.6637930870056152,0.5584905743598938,0.4000000059604645,0.925000011920929
3,train,0.4479968390245547,0.7956178188323975,0.8071839809417725,0.804729700088501,0.8096532821655273
3,val,0.46784769598094894,0.7255747318267822,0.6757215857505798,0.5378378629684448,0.9086757898330688
4,train,0.4306642639225927,0.8063936829566956,0.8167290091514587,0.8114864826202393,0.8220397233963013
4,val,0.393681131560227,0.8505747318267822,0.8642297387123108,0.8945946097373962,0.8358585834503174
5,train,0.41353336867244767,0.8132184147834778,0.8258540034294128,0.833108127117157,0.8187251091003418
5,val,0.39453468583096035,0.8448275923728943,0.8643215894699097,0.929729700088501,0.8075117468833923
