epoch,phase,loss,accuracy,f1,recall,precision
1,train,0.584635019987479,0.7072557210922241,0.7579447627067566,0.8200514316558838,0.7045831084251404
1,val,0.5113006343786743,0.7456896305084229,0.7733674645423889,0.7763496041297913,0.7704081535339355
2,train,0.4238976260711407,0.8132184147834778,0.8329048752784729,0.8329048752784729,0.8329048752784729
2,val,0.452799455530342,0.772988498210907,0.7853260636329651,0.7429305911064148,0.8328530192375183
3,train,0.34069493978187954,0.8645833134651184,0.8785829544067383,0.8766067028045654,0.8805680871009827
3,val,0.41639056390729445,0.8017241358757019,0.8221649527549744,0.8200514316558838,0.8242893815040588
4,train,0.2731755264531607,0.9001436829566956,0.9096816182136536,0.8997429013252258,0.9198423027992249
4,val,0.393499454547619,0.8074712753295898,0.8232190012931824,0.8020565509796143,0.8455284833908081
5,train,0.21582417669652523,0.9303160905838013,0.9374597072601318,0.9344472885131836,0.9404916167259216
5,val,0.383963525637813,0.8089080452919006,0.8252299427986145,0.8071979284286499,0.8440860509872437
6,train,0.17370813716759628,0.952226996421814,0.9567198157310486,0.9447301030158997,0.9690178036689758
6,val,0.3903931913704708,0.806034505367279,0.8158254027366638,0.7686375379562378,0.8691860437393188
7,train,0.13001367762342267,0.96875,0.9717807173728943,0.9627249240875244,0.9810085296630859
7,val,0.3825257629498668,0.8089080452919006,0.822429895401001,0.791773796081543,0.855555534362793
8,train,0.10199120212560413,0.9795258641242981,0.9816188216209412,0.9781491160392761,0.985113263130188
8,val,0.38618362326731626,0.8175287246704102,0.8313413262367249,0.8046272397041321,0.8598901033401489
9,train,0.07996525561929434,0.9892241358757019,0.9903225898742676,0.9865038394927979,0.9941709637641907
9,val,0.39043107114989184,0.8218390941619873,0.8376963138580322,0.8226221203804016,0.8533333539962769
10,train,0.06000047112847197,0.9928160905838013,0.9935774207115173,0.9942159652709961,0.9929396510124207
10,val,0.40330320082861804,0.8232758641242981,0.8348993062973022,0.7994858622550964,0.8735954761505127
