epoch,phase,loss,accuracy,f1,recall,precision
1,train,0.6257397042608809,0.6587643623352051,0.669680118560791,0.6506756544113159,0.689828097820282
1,val,0.521215406642563,0.7385057210922241,0.727544903755188,0.6567567586898804,0.8154362440109253
2,train,0.527045461295665,0.7474856376647949,0.7633793354034424,0.7662162184715271,0.7605633735656738
2,val,0.5842851383247595,0.6451149582862854,0.5383177399635315,0.3891891837120056,0.8727272748947144
3,train,0.49800802887171164,0.7711925506591797,0.7853050231933594,0.787162184715271,0.7834566235542297
3,val,0.5287828753734457,0.7025862336158752,0.6509274840354919,0.5216216444969177,0.865470826625824
4,train,0.4800159787309581,0.7765804529190063,0.7880027294158936,0.7810810804367065,0.7950481176376343
4,val,0.4485521912574768,0.8074712753295898,0.8208556175231934,0.8297297358512878,0.8121693134307861
5,train,0.4688536997499137,0.789511501789093,0.8034875988960266,0.8094594478607178,0.797603189945221
5,val,0.4426511464447811,0.8146551847457886,0.8309305310249329,0.8567567467689514,0.8066157698631287
