epoch,phase,loss,accuracy,f1,recall,precision
1,train,0.6375121656925448,0.6784273982048035,0.5972222089767456,0.6461748480796814,0.5551643371582031
1,val,0.5878430124252073,0.7681451439857483,0.7160493731498718,0.7923497557640076,0.6531531810760498
2,train,0.4929062793812444,0.8442540168762207,0.7976424098014832,0.8319672346115112,0.7660377621650696
2,val,0.4154829604010428,0.913306474685669,0.8795518279075623,0.8579235076904297,0.9022988677024841
3,train,0.318067766726017,0.90625,0.8761650919914246,0.8989071249961853,0.8545454740524292
3,val,0.24016467097305483,0.9173387289047241,0.8825215101242065,0.8415300250053406,0.9277108311653137
4,train,0.20540517322238414,0.9349798560142517,0.9137123823165894,0.9330601096153259,0.8951507210731506
4,val,0.1899999947317185,0.9314516186714172,0.9044944047927856,0.8797814249992371,0.9306358098983765
5,train,0.1531281691765593,0.946068525314331,0.9278489351272583,0.9398906826972961,0.9161118268966675
5,val,0.1655989643787184,0.9375,0.9155313372612,0.9180327653884888,0.9130434989929199
6,train,0.1176333416463627,0.9647177457809448,0.9528301954269409,0.9658470153808594,0.9401595592498779
6,val,0.15994584944940382,0.9314516186714172,0.9055555462837219,0.8907103538513184,0.9209039807319641
7,train,0.09300292839085864,0.9677419066429138,0.9568151235580444,0.9685792326927185,0.9453333616256714
7,val,0.1562155504380503,0.9334677457809448,0.9080780148506165,0.8907103538513184,0.9261363744735718
8,train,0.0841957812137421,0.9732862710952759,0.9641649723052979,0.9740437269210815,0.9544845819473267
8,val,0.1494882175278279,0.9395161271095276,0.9180327653884888,0.9180327653884888,0.9180327653884888
9,train,0.06642844900488853,0.9803427457809448,0.9736664295196533,0.9849726557731628,0.9626168012619019
9,val,0.16560553639165818,0.9375,0.9126760363578796,0.8852459192276001,0.9418604373931885
10,train,0.059319958177154825,0.9808467626571655,0.97428959608078,0.9836065769195557,0.9651474356651306
10,val,0.15571146133926608,0.9354838728904724,0.9139785170555115,0.9289617538452148,0.8994709253311157
